iso3_code,country,region,subregion,indicator,dimension,category,sex,age,year,unit_of_measurement,value,source
NZL,New Zealand,Oceania,Australia and New Zealand,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2022,Counts,998.0,CTS
PER,Peru,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2022,Counts,3423.0,CTS
SLV,El Salvador,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2022,Counts,2.0,CTS
SRB,Serbia,Europe,Southern Europe,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2022,Counts,774.0,CTS
SWE,Sweden,Europe,Northern Europe,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2022,Counts,247.0,CTS
THA,Thailand,Asia,South-eastern Asia,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2022,Counts,79290.0,CTS
URY,Uruguay,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2022,Counts,1675.0,CTS
VAT,Holy See,Europe,Southern Europe,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2022,Counts,0.0,CTS
VCT,Saint Vincent and the Grenadines,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2022,Counts,2.0,CTS
BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2023,Counts,1416.0,CTS
BRB,Barbados,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2023,Counts,13.0,CTS
CHL,Chile,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2023,Counts,9870.0,CTS
COL,Colombia,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2023,Counts,8837.0,CTS
CRI,Costa Rica,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2023,Counts,160.0,CTS
ECU,Ecuador,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2023,Counts,35.0,CTS
ESP,Spain,Europe,Southern Europe,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2023,Counts,9872.0,CTS
FRA,France,Europe,Western Europe,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2023,Counts,15855.0,CTS
GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2023,Counts,253.0,CTS
GRC,Greece,Europe,Southern Europe,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2023,Counts,1164.0,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2023,Counts,155.0,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2023,Counts,115.0,CTS
HKG,"China, Hong Kong Special Administrative Region",Asia,Eastern Asia,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2023,Counts,1618.0,CTS
ITA,Italy,Europe,Southern Europe,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2023,Counts,11072.0,CTS
JAM,Jamaica,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2023,Counts,39.0,CTS
LCA,Saint Lucia,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2023,Counts,2.0,CTS
LTU,Lithuania,Europe,Northern Europe,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2023,Counts,362.0,CTS
MAR,Morocco,Africa,Northern Africa,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2023,Counts,3270.0,CTS
MEX,Mexico,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2023,Counts,13473.0,CTS
MMR,Myanmar,Asia,South-eastern Asia,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2023,Counts,885.0,CTS
NOR,Norway,Europe,Northern Europe,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2023,Counts,936.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2023,Counts,1122.0,CTS
PER,Peru,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2023,Counts,3228.0,CTS
SWE,Sweden,Europe,Northern Europe,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2023,Counts,221.0,CTS
THA,Thailand,Asia,South-eastern Asia,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2023,Counts,204145.0,CTS
VCT,Saint Vincent and the Grenadines,Americas,Latin America and the Caribbean,Persons entering prison,by selected crime,Drug Trafficking,Total,Total,2023,Counts,0.0,CTS
AND,Andorra,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2010,Counts,2.0,CTS
AUS,Australia,Oceania,Australia and New Zealand,Persons held,by selected crime,Drug trafficking,Total,Total,2010,Counts,3073.0,CTS
BRB,Barbados,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2010,Counts,8.0,CTS
COL,Colombia,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2010,Counts,15872.0,CTS
CZE,Czechia,Europe,Eastern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2010,Counts,1728.0,CTS
HKG,"China, Hong Kong Special Administrative Region",Asia,Eastern Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2010,Counts,2123.0,CTS
IRL,Ireland,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2010,Counts,834.0,CTS
ITA,Italy,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2010,Counts,14791.0,CTS
KOR,Republic of Korea,Asia,Eastern Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2010,Counts,490.0,CTS
LIE,Liechtenstein,Europe,Western Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2010,Counts,0.0,CTS
MCO,Monaco,Europe,Western Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2010,Counts,0.0,CTS
MEX,Mexico,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2010,Counts,2480.0,CTS
NOR,Norway,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2010,Counts,790.0,CTS
PRT,Portugal,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2010,Counts,1950.0,CTS
PRY,Paraguay,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2010,Counts,61.0,CTS
SVN,Slovenia,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2010,Counts,89.0,CTS
SWE,Sweden,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2010,Counts,403.0,CTS
AND,Andorra,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2011,Counts,2.0,CTS
AUS,Australia,Oceania,Australia and New Zealand,Persons held,by selected crime,Drug trafficking,Total,Total,2011,Counts,3114.0,CTS
BRB,Barbados,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2011,Counts,12.0,CTS
COL,Colombia,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2011,Counts,19534.0,CTS
CZE,Czechia,Europe,Eastern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2011,Counts,1955.0,CTS
HKG,"China, Hong Kong Special Administrative Region",Asia,Eastern Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2011,Counts,2129.0,CTS
IRL,Ireland,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2011,Counts,764.0,CTS
ITA,Italy,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2011,Counts,15059.0,CTS
KOR,Republic of Korea,Asia,Eastern Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2011,Counts,533.0,CTS
LIE,Liechtenstein,Europe,Western Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2011,Counts,0.0,CTS
MCO,Monaco,Europe,Western Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2011,Counts,0.0,CTS
MEX,Mexico,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2011,Counts,7335.0,CTS
PRT,Portugal,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2011,Counts,2075.0,CTS
PRY,Paraguay,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2011,Counts,104.0,CTS
SVN,Slovenia,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2011,Counts,123.0,CTS
SWE,Sweden,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2011,Counts,405.0,CTS
AND,Andorra,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2012,Counts,6.0,CTS
ARE,United Arab Emirates,Asia,Western Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2012,Counts,55.0,CTS
AUS,Australia,Oceania,Australia and New Zealand,Persons held,by selected crime,Drug trafficking,Total,Total,2012,Counts,3190.0,CTS
BDI,Burundi,Africa,Sub-Saharan Africa,Persons held,by selected crime,Drug trafficking,Total,Total,2012,Counts,43.0,CTS
BLZ,Belize,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2012,Counts,59.0,CTS/MoI
BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2012,Counts,1500.0,CTS
BRA,Brazil,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2012,Counts,132051.0,CTS
BRB,Barbados,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2012,Counts,7.0,CTS
COL,Colombia,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2012,Counts,16977.0,CTS
CZE,Czechia,Europe,Eastern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2012,Counts,1413.0,CTS
DZA,Algeria,Africa,Northern Africa,Persons held,by selected crime,Drug trafficking,Total,Total,2012,Counts,6035.0,CTS
ESP,Spain,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2012,Counts,14545.0,CTS
GBR_E_W,United Kingdom (England and Wales),Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2012,Counts,10147.0,CTS
GBR_S,United Kingdom (Scotland),Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2012,Counts,655.0,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2012,Counts,33.0,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2012,Counts,290.0,CTS
HKG,"China, Hong Kong Special Administrative Region",Asia,Eastern Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2012,Counts,2131.0,CTS
IRL,Ireland,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2012,Counts,691.0,CTS
ISR,Israel,Asia,Western Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2012,Counts,802.0,CTS
ITA,Italy,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2012,Counts,14985.0,CTS
JOR,Jordan,Asia,Western Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2012,Counts,273.0,CTS
KOR,Republic of Korea,Asia,Eastern Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2012,Counts,522.0,CTS
LIE,Liechtenstein,Europe,Western Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2012,Counts,0.0,CTS
MAC,"China, Macao Special Administrative Region",Asia,Eastern Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2012,Counts,333.0,CTS
MCO,Monaco,Europe,Western Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2012,Counts,0.0,CTS
MEX,Mexico,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2012,Counts,11623.0,CTS
NOR,Norway,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2012,Counts,687.0,CTS
POL,Poland,Europe,Eastern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2012,Counts,2196.0,CTS
PRT,Portugal,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2012,Counts,2252.0,CTS
PRY,Paraguay,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2012,Counts,89.0,CTS
SWE,Sweden,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2012,Counts,412.0,CTS
TTO,Trinidad and Tobago,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2012,Counts,113.0,CTS
USA,United States of America,Americas,Northern America,Persons held,by selected crime,Drug trafficking,Total,Total,2012,Counts,161100.0,CTS/NSO
VAT,Holy See,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2012,Counts,0.0,CTS
ALB,Albania,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2013,Counts,476.0,CTS
AND,Andorra,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2013,Counts,5.0,CTS
ARE,United Arab Emirates,Asia,Western Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2013,Counts,75.0,CTS
AUS,Australia,Oceania,Australia and New Zealand,Persons held,by selected crime,Drug trafficking,Total,Total,2013,Counts,3411.0,CTS
BDI,Burundi,Africa,Sub-Saharan Africa,Persons held,by selected crime,Drug trafficking,Total,Total,2013,Counts,19.0,CTS
BLZ,Belize,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2013,Counts,68.0,CTS/MoI
BMU,Bermuda,Americas,Northern America,Persons held,by selected crime,Drug trafficking,Total,Total,2013,Counts,37.0,CTS
BRA,Brazil,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2013,Counts,145797.0,CTS
BRB,Barbados,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2013,Counts,3.0,CTS
COL,Colombia,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2013,Counts,18432.0,CTS
CZE,Czechia,Europe,Eastern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2013,Counts,1379.0,CTS
DZA,Algeria,Africa,Northern Africa,Persons held,by selected crime,Drug trafficking,Total,Total,2013,Counts,6995.0,CTS
ESP,Spain,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2013,Counts,13749.0,CTS
EST,Estonia,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2013,Counts,534.0,CTS
FRA,France,Europe,Western Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2013,Counts,7854.0,CTS
GBR_E_W,United Kingdom (England and Wales),Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2013,Counts,9681.0,CTS
GBR_S,United Kingdom (Scotland),Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2013,Counts,668.0,CTS
GEO,Georgia,Asia,Western Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2013,Counts,331.0,CTS
GRC,Greece,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2013,Counts,2671.0,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2013,Counts,37.0,CTS
IRL,Ireland,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2013,Counts,589.0,CTS
ISR,Israel,Asia,Western Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2013,Counts,734.0,CTS
ITA,Italy,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2013,Counts,14155.0,CTS
LIE,Liechtenstein,Europe,Western Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2013,Counts,1.0,CTS
